"","FAR","FC","HYB","YEAR","REP","FS","CC","WRT","Density","Rotation","CD","CEC","pH","OM","EstNRel","Su","P","Ca","Mg","K","Na","SOC","TN","SoilCN","InorgN","Bray1P","POMC","POMN","POMCN","PMN","POXC","Sand","Silt","Clay","Prcp","Tmax","Tmin","Temp","TGDD","YIELD","YD","MeanYD","SDYD","Zscore","R","Re"
"72","Gruver","JG","KEV2",2018,1,"Animal","Grass","Low","Low","Intensive","Low",33.32,6.2,5.35,102,11,27,4329,677,88,17,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,132.6,14.9,-18.125,25.4860077475679,-0.711174546422621,0.238488039783144,"Low"
"73","Gruver","JG","ORG5",2018,1,"Animal","Grass","Low","Low","Intensive","Low",33.15,6.2,5.46,102,13,36,4301,668,117,18,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,125.4,7.7,-22.1666666666667,25.9704144025933,-0.853535346915882,0.196681247315951,"Low"
"74","Gruver","JG","KEV3",2018,1,"Animal","Grass","Low","Low","Intensive","Low",29.82,6.6,5,100,10,26,4199,639,81,17,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,113.4,-4.3,-4.10833333333333,22.342436521046,-0.183880273284581,0.427053690282393,"Low"
"75","Gruver","JG","ORG1",2018,2,"Animal","Grass","Low","Low","Intensive","Low",33.32,6.2,5.35,102,11,27,4329,677,88,17,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,113.2,4.7,-17.2588235294118,24.9493752132075,-0.69175373659359,0.244545997155976,"Low"
"76","Gruver","JG","ORG4",2018,2,"Animal","Grass","Low","Low","Intensive","Low",33.15,6.2,5.46,102,13,36,4301,668,117,18,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,108.5,0,0,0,NA,NA,NA
"77","Gruver","JG","ORG2",2018,2,"Animal","Grass","Low","Low","Intensive","Low",29.46,6.3,5.38,102,11,33,3932,588,95,14,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,109.7,1.2,-29.1705882352941,27.1802493712319,-1.0732273952633,0.141584550971757,"Low"
"78","Gruver","JG","CHECK1",2018,2,"Animal","Grass","Low","Low","Intensive","Low",29.46,6.3,5.38,102,11,33,3932,588,95,14,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,161.5,53,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"79","Gruver","JG","CHECK1",2018,2,"Animal","Grass","Low","Low","Intensive","Low",31.1,6.3,5.28,101,10,24,4168,616,80,17,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,161.5,53,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"80","Gruver","JG","CHECK1",2018,2,"Animal","Grass","Low","Low","Intensive","Low",31.1,6.3,5.28,101,10,24,4168,616,80,17,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,161.5,53,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"81","Gruver","JG","KEV1",2018,2,"Animal","Grass","Low","Low","Intensive","Low",31.39,6.2,5.47,102,10,28,4117,619,74,14,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,102.8,-5.7,-6.88333333333334,38.6758048240483,-0.177975180210169,0.429371233929014,"Low"
"82","Gruver","JG","KEV2",2018,2,"Animal","Grass","Low","Low","Intensive","Low",31.39,6.2,5.47,102,10,28,4117,619,74,14,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,108.8,0.299999999999997,-18.125,25.4860077475679,-0.711174546422621,0.238488039783144,"Low"
"83","Gruver","JG","ORG5",2018,2,"Animal","Grass","Low","Low","Intensive","Low",31.51,6.5,5.17,101,12,23,4360,656,99,19,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,87.5,-21,-22.1666666666667,25.9704144025933,-0.853535346915882,0.196681247315951,"Low"
"84","Gruver","JG","KEV3",2018,2,"Animal","Grass","Low","Low","Intensive","Low",31.51,6.5,5.17,101,12,23,4360,656,99,19,26.5,1.859,14.2299,14.9,18,1.315621891,0.089751244,14.5374,62.28,694.0368,2,63,35,573.24,82.86808129,61.41008,72.13908065,3286.251,107.3,-1.2,-4.10833333333333,22.342436521046,-0.183880273284581,0.427053690282393,"Low"
"85","Wilken","HW","ORG1",2018,1,"Mix","Legume","Moderate","Medium","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,90.5,-15.9,-17.2588235294118,24.9493752132075,-0.69175373659359,0.244545997155976,"Low"
"86","Wilken","HW","ORG4",2018,1,"Mix","Legume","Moderate","Medium","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,106.4,0,0,0,NA,NA,NA
"87","Wilken","HW","ORG2",2018,1,"Mix","Legume","Moderate","Low","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,42.2,-64.2,-29.1705882352941,27.1802493712319,-1.0732273952633,0.141584550971757,"Low"
"88","Wilken","HW","CHECK1",2018,1,"Mix","Legume","Moderate","Medium","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,153.6,47.2,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"89","Wilken","HW","KEV1",2018,1,"Mix","Legume","Moderate","Medium","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,126.7,20.3,-6.88333333333334,38.6758048240483,-0.177975180210169,0.429371233929014,"Low"
"90","Wilken","HW","KEV2",2018,1,"Mix","Legume","Moderate","Low","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,65.4,-41,-18.125,25.4860077475679,-0.711174546422621,0.238488039783144,"Low"
"91","Wilken","HW","ORG5",2018,1,"Mix","Legume","Moderate","Low","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,124,17.6,-22.1666666666667,25.9704144025933,-0.853535346915882,0.196681247315951,"Low"
"92","Wilken","HW","KEV3",2018,1,"Mix","Legume","Moderate","Medium","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,100.8,-5.60000000000001,-4.10833333333333,22.342436521046,-0.183880273284581,0.427053690282393,"Low"
"93","Wilken","HW","ORG1",2018,2,"Mix","Legume","Moderate","Medium","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,87.9,-64.9,-17.2588235294118,24.9493752132075,-0.69175373659359,0.244545997155976,"Low"
"94","Wilken","HW","ORG4",2018,2,"Mix","Legume","Moderate","High","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,152.8,0,0,0,NA,NA,NA
"95","Wilken","HW","ORG2",2018,2,"Mix","Legume","Moderate","Medium","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,77.2,-75.6,-29.1705882352941,27.1802493712319,-1.0732273952633,0.141584550971757,"Low"
"96","Wilken","HW","CHECK1",2018,2,"Mix","Legume","Moderate","Medium","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,87.6,-65.2,25.04375,39.183448355141,0.639141041722893,0.738634408658242,"High"
"97","Wilken","HW","KEV1",2018,2,"Mix","Legume","Moderate","Medium","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,129,-23.8,-6.88333333333334,38.6758048240483,-0.177975180210169,0.429371233929014,"Low"
"98","Wilken","HW","KEV2",2018,2,"Mix","Legume","Moderate","Low","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,75.9,-76.9,-18.125,25.4860077475679,-0.711174546422621,0.238488039783144,"Low"
"99","Wilken","HW","ORG5",2018,2,"Mix","Legume","Moderate","Medium","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,107.7,-45.1,-22.1666666666667,25.9704144025933,-0.853535346915882,0.196681247315951,"Low"
"100","Wilken","HW","KEV3",2018,2,"Mix","Legume","Moderate","Low","Intensive",NA,29.8875,6.05,3.89125,89,19.5625,35.0625,3406.625,727.25,166,20.3125,18.8325,1.578,11.93441065,34.635,10,1.639730756,0.123939388,13.23010213,38.32,511.4862,NA,NA,NA,422.41,82.88991742,60.82430581,71.85711161,3250.008,99.3,-53.5,-4.10833333333333,22.342436521046,-0.183880273284581,0.427053690282393,"Low"
"101","Smith","AS","UIUC1",2019,1,"Mix","Legume","Low","Low","Extensive","High",21.275,7.1,2.455,69,9,32,3051,553,140.5,32,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,122.8,-34,9.51666666666667,35.3018112678072,0.269580124217173,0.606258353511464,"High"
"102","Smith","AS","CHECK1",2019,1,"Mix","Legume","Low","Low","Extensive","High",20.915,7.15,2.4,68,8,42,3096.5,487,137,31,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,128.9,-27.9,8.675,30.0237822400843,0.28893761387658,0.613685440496105,"High"
"103","Smith","AS","UIUC7",2019,1,"Mix","Legume","Low","Low","Extensive","High",20.295,7.15,2.475,69.5,7.5,35.5,3032.5,457,127.5,30.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,93.5,-63.3,-10.5416666666667,44.0681178989019,-0.239212999539727,0.405470211536396,"Low"
"104","Smith","AS","UIUC3",2019,1,"Mix","Legume","Low","Low","Extensive","High",20.05,7.2,2.33,67,7,27.5,2970.5,473,112,29.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,114.8,-42,22.1666666666667,46.2707316352422,0.479064537846714,0.684053641626982,"High"
"105","Smith","AS","ORG1",2019,1,"Mix","Legume","Low","Low","Extensive","High",21.425,7.15,2.625,72.5,11,40,3144.5,512,150,31.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,123.3,-33.5,0.773684210526314,37.3625308758694,0.020707489358704,0.508260502671181,"Medium"
"106","Smith","AS","UIUC2",2019,1,"Mix","Legume","Low","Medium","Extensive","High",26.695,6.8,2.655,73,8.5,33.5,3705.5,670,150,32.5,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,184.1,27.3,24.3583333333333,38.0158449820199,0.640741599847482,0.739154709211694,"High"
"107","Smith","AS","ORG4",2019,1,"Mix","Legume","Low","Low","Extensive","High",22.605,6.95,2.91,77.5,8.5,47,3293,527,167,31,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,156.8,0,0,0,NA,NA,NA
"108","Smith","AS","UIUC4",2019,1,"Mix","Legume","Low","Low","Extensive","High",25.56,6.9,3.02,80,9,64,3844,498,207,28,12.4865,1.233,10.09602762,27.58547909,22,1.935535758,0.135568525,14.32728486,29.03958623,531,5,31,64,759.63,80.59540129,60.57302968,70.58421548,3089.304,137.8,-19,20.4416666666667,45.3616068805755,0.450638063163941,0.673874785648625,"High"
"109","Ambriole","AA1","UIUC1",2019,1,"Mix","Mixed","Moderate","Low","Extensive","High",14.165,6.7,3.15,79,16,119.5,2101.5,201,161.5,28.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,152.8,31.1,9.51666666666667,35.3018112678072,0.269580124217173,0.606258353511464,"High"
"110","Ambriole","AA1","UIUC7",2019,1,"Mix","Mixed","Moderate","Low","Extensive","High",15.845,6.35,2.965,77.5,17.5,131.5,2205.5,218,177.5,29.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,129.9,8.2,-10.5416666666667,44.0681178989019,-0.239212999539727,0.405470211536396,"Low"
"111","Ambriole","AA1","ORG1",2019,1,"Mix","Mixed","Moderate","Low","Extensive","High",14.995,6.3,2.885,76,15,80,2044.5,216.5,183.5,25,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,157.6,35.9,0.773684210526314,37.3625308758694,0.020707489358704,0.508260502671181,"Medium"
"112","Ambriole","AA1","UIUC4",2019,1,"Mix","Mixed","Moderate","Low","Extensive","High",15.645,6.7,2.705,73,15,124,2229,301,145.5,27.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,162.2,40.5,20.4416666666667,45.3616068805755,0.450638063163941,0.673874785648625,"High"
"113","Ambriole","AA1","CHECK1",2019,1,"Mix","Mixed","Moderate","Low","Extensive","High",15.655,6.55,3.115,81,15,103.5,2228,234,192,26.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,146.7,25,8.675,30.0237822400843,0.28893761387658,0.613685440496105,"High"
"114","Ambriole","AA1","ORG4",2019,1,"Mix","Mixed","Moderate","Low","Extensive","High",14.53,6.2,2.745,74.5,13.5,80.5,1929.5,182,180,23,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,121.7,0,0,0,NA,NA,NA
"115","Ambriole","AA1","UIUC3",2019,1,"Mix","Mixed","Moderate","Medium","Extensive","High",14.93,5.95,2.87,77.5,15.5,100.5,1913,182,166.5,24.5,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,137.6,15.9,22.1666666666667,46.2707316352422,0.479064537846714,0.684053641626982,"High"
"116","Ambriole","AA1","UIUC2",2019,1,"Mix","Mixed","Moderate","Low","Extensive","High",13.835,6,2.315,66.5,15,105,1726.5,170,151,25,14.3105,1.4395,9.977028016,17.89632643,72.5,2.390929074,0.179368287,13.28035839,38.09946772,431,37,21,42,616.55,77.83928387,57.81907226,67.82917806,2704.815,110.4,-11.3,24.3583333333333,38.0158449820199,0.640741599847482,0.739154709211694,"High"
"117","Longwell","DL","UIUC7",2019,1,"Mix","Legume","Low","Low","Intensive","Low",12.675,6.65,2.25,65,14,76,1672,296,163.5,36.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,96.3,-35.1,-10.5416666666667,44.0681178989019,-0.239212999539727,0.405470211536396,"Low"
"118","Longwell","DL","ORG1",2019,1,"Mix","Legume","Low","Low","Intensive","Low",12.795,6.5,2.235,64.5,12.5,65,1649,299.5,139.5,25.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,103.7,-27.7,0.773684210526314,37.3625308758694,0.020707489358704,0.508260502671181,"Medium"
"119","Longwell","DL","UIUC4",2019,1,"Mix","Legume","Low","Low","Intensive","Low",11.2,7,2.195,64,11.5,78,1534,298.5,176.5,22,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,137.7,6.29999999999998,20.4416666666667,45.3616068805755,0.450638063163941,0.673874785648625,"High"
"120","Longwell","DL","UIUC3",2019,1,"Mix","Legume","Low","Low","Intensive","Low",14.855,6.4,1.89,58,11,46,1874.5,349,160.5,25.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,148.5,17.1,22.1666666666667,46.2707316352422,0.479064537846714,0.684053641626982,"High"
"121","Longwell","DL","CHECK1",2019,1,"Mix","Legume","Low","Low","Intensive","Low",12.875,6.75,2.07,61.5,10,65,1696,329.5,182.5,22.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,141.9,10.5,8.675,30.0237822400843,0.28893761387658,0.613685440496105,"High"
"122","Longwell","DL","UIUC1",2019,1,"Mix","Legume","Low","Low","Intensive","Low",13.73,6.5,2.02,60.5,11,56,1787.5,318,134,23.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,138.7,7.29999999999998,9.51666666666667,35.3018112678072,0.269580124217173,0.606258353511464,"High"
"123","Longwell","DL","UIUC2",2019,1,"Mix","Legume","Low","Low","Intensive","Low",12.73,6.85,2.085,62,11,78.5,1691,340.5,178.5,21.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,162,30.6,24.3583333333333,38.0158449820199,0.640741599847482,0.739154709211694,"High"
"124","Longwell","DL","ORG4",2019,1,"Mix","Legume","Low","Low","Intensive","Low",13.64,6.8,2.02,60,11,67,1849,341.5,159.5,22.5,9.7285,1.1495,8.468114182,24.97724517,50,1.20483094,0.09292292,12.93062433,33.93618728,335,53,11,36,476.78,80.3552,59.72224129,70.03872065,3012.426,131.4,0,0,0,NA,NA,NA
"125","Steiner","GS","UIUC4",2019,1,"Animal","None","Moderate","Low","Extensive","High",18.9,7.1,2.455,69,21.5,393.5,2483,572,300,31,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,164.2,14.7,20.4416666666667,45.3616068805755,0.450638063163941,0.673874785648625,"High"
"126","Steiner","GS","UIUC3",2019,1,"Animal","None","Moderate","Medium","Extensive","High",16.9,7.3,2.61,71.5,17,411.5,2209.5,501,340,26,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,136,-13.5,22.1666666666667,46.2707316352422,0.479064537846714,0.684053641626982,"High"
"127","Steiner","GS","ORG1",2019,1,"Animal","None","Moderate","Low","Extensive","High",23.02,7.25,3.33,83,22.5,666.5,3203,590,389,31.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,137.8,-11.7,0.773684210526314,37.3625308758694,0.020707489358704,0.508260502671181,"Medium"
"128","Steiner","GS","ORG4",2019,1,"Animal","None","Moderate","Low","Extensive","High",19.96,7.15,3.545,85.5,21,537.5,2743,541.5,296,29.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,149.5,0,0,0,NA,NA,NA
"129","Steiner","GS","CHECK1",2019,1,"Animal","None","Moderate","Low","Extensive","High",21.94,7.25,3.105,81.5,21,529,3011,615,268,37,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,120,-29.5,8.675,30.0237822400843,0.28893761387658,0.613685440496105,"High"
"130","Steiner","GS","UIUC1",2019,1,"Animal","None","Moderate","Low","Extensive","High",24.67,7.25,3.54,85.5,27,793,3530.5,586,375,34.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,155.3,5.80000000000001,9.51666666666667,35.3018112678072,0.269580124217173,0.606258353511464,"High"
"131","Steiner","GS","UIUC7",2019,1,"Animal","None","Moderate","Low","Extensive","High",22.62,7.3,3.135,81,22,654.5,3119.5,602.5,357,36,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,138,-11.5,-10.5416666666667,44.0681178989019,-0.239212999539727,0.405470211536396,"Low"
"132","Steiner","GS","UIUC2",2019,1,"Animal","None","Moderate","Medium","Extensive","High",21.67,7.2,3.17,81.5,20.5,647,3059,550,286.5,33.5,26.7645,2.8385,9.397865061,26.39594563,387,11.33689491,0.240562359,45.55175384,51.92079626,667.5,41,33,26,529.67,79.63597419,59.41007484,69.52302452,2934.783,169.5,20,24.3583333333333,38.0158449820199,0.640741599847482,0.739154709211694,"High"
"133","Gruver","JG1","UIUC7",2019,1,"Animal","Mixed","Low","Medium","Extensive","High",35.02,6.85,4.57,96,9.5,64.5,5263.5,678,204.5,29,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,144.9,2.20000000000002,-10.5416666666667,44.0681178989019,-0.239212999539727,0.405470211536396,"Low"
"134","Gruver","JG1","ORG1",2019,1,"Animal","Mixed","Low","Low","Extensive","High",34.865,6.75,4.445,94.5,8.5,66,5122.5,679,217,25.5,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,143.5,0.800000000000011,0.773684210526314,37.3625308758694,0.020707489358704,0.508260502671181,"Medium"
"135","Gruver","JG1","UIUC2",2019,1,"Animal","Mixed","Low","Medium","Extensive","High",35.5,6.75,4.7,97,9.5,83,5188,685.5,295,26.5,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,154.4,11.7,24.3583333333333,38.0158449820199,0.640741599847482,0.739154709211694,"High"
"136","Gruver","JG1","ORG4",2019,1,"Animal","Mixed","Low","Low","Extensive","High",35.015,6.55,4.76,97.5,10.5,82.5,4920.5,655,287,28,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,142.7,0,0,0,NA,NA,NA
"137","Gruver","JG1","UIUC4",2019,1,"Animal","Mixed","Low","Medium","Extensive","High",32.575,6.75,4.65,96.5,8.5,45.5,4763.5,659,158,27.5,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,148.8,6.10000000000002,20.4416666666667,45.3616068805755,0.450638063163941,0.673874785648625,"High"
"138","Gruver","JG1","UIUC3",2019,1,"Animal","Mixed","Low","Medium","Extensive","High",33.945,6.85,4.715,97,9.5,62.5,5039,676.5,265,29,27.5165,2.2055,12.4834013,23.37012561,27,4.999912099,0.328115461,15.05177133,52.44065068,726.3632,4,34,62,760.41,79.77014581,60.22770452,69.99892516,3008.223,162.9,20.2,22.1666666666667,46.2707316352422,0.479064537846714,0.684053641626982,"High"
